Артикул (Part No.),Наименование (RU),Description (EN),Description (ZH),"Цена, CNY без НДС",Группа,Взаимозаменяемый артикул,Источник,Разделы
09007687,,BRACKET,支架,,,,TR100A,190-0100
09008198,,WASHER,,,,,TR100A,165-0020
09008525,,PLUG,,,,,TR100A,110-0130 160-0040
09010662,,CIRCLIP,卡环,,,,TR100A,180-0050
09011828,,BUSHING,㺢ྍ,,,,TR100A,100-0010
09012026,,SPACER(0.25 IN),,,,,TR100A,120-0010
09012544,,MOUNTING,,,,,TR100A,120-0010
09014079,,P CLAMP,夹子,,,,TR100A,260-0140
09014080,,P CLAMP,夹子,,,,TR100A,110-0140 200-0040
09014081,,P CLAMP,夹子,,,,TR100A,260-0140
09014131,,WEARING RING,,,,,TR100A,230-0130
09014285,,PLATE,,,,,TR100A,220-0120
09014362,,RING-BACK UP,,,,,TR100A,230-0130
09014414,,WASHER THRUST,止推垫圈,,,,TR100A,220-0190
09014532,,SEAL,,,,,TR100A,220-0120
09014535,,,,,,,TR100A,220-0120
09014537,,PISTON,,,,,TR100A,220-0120
09014540,,CAP-END,,,,,TR100A,220-0120
09014593,,O O RING,,,,,TR100A,230-0130
09014633,,PISTON RING,,,,,TR100A,230-0130
09014635,,RING-BACK UP A.CONTAIN,,,,,TR100A,230-0130
09014636,,O O RING NOTE/,,,,,TR100A,230-0130
09014648,,BASE ASSY,,,,,TR100A,230-0130
09014649,,BUSHING,,,,,TR100A,230-0130
09014653,,TUBE ASSY,,,,,TR100A,230-0130
09014950,,NIPPLE,接头,,,,TR100A,260-0140
09015397,,D! SPACER,隔圈,,,,TR100A,160-0030 180-0050
09015398,,PIN ASSEMBLY,销总成,,,,TR100A,160-0030 180-0050
09015939,,SPRING,弹簧,,,,TR100A,270-0020
09016036,,STARP,,,,,TR100A,220-0060
09016245,,RING SNAP,,,,,TR100A,140-0040
09016660,,WASHER HARDENED,,,,,TR100A,160-0030
09016783,,O RING,“O”形圈,,,,TR100A,180-0050
09016784,,RING SUPPORT,支撑环,,,,TR100A,180-0050
09016787,,RING WIPER,防尘圈,,,,TR100A,180-0050
09016970,,NUT,螺母,,,,TR100A,220-0190
09018309,,PLATE,板,,,,TR100A,220-0190
09018310,,RING RETAINER,止动环,,,,TR100A,220-0190
09018418,,AB PIN SHAFT ASSY,,,,,TR100A,230-0130
09018420,,WEARING RING,,,,,TR100A,230-0130
09018463,,RING-RETAINER,,,,,TR100A,220-0120
09018813,,PISTON,,,,,TR100A,220-0080
09018819,,WEARING RING,,,,,TR100A,220-0080
09018820,,SEAL,,,,,TR100A,220-0080
09019478,,ANTI-SHEARING KEY,剪切键,,,,TR100A,180-0030
09019600,,PLATE,,,,,TR100A,140-0040
09019601,,COVER,,,,,TR100A,140-0040
09019631,,PLAIN WASHER,垫片,,,,TR100A,100-0070 165-0030
09019828,,SHIM PACK,,,,,TR100A,140-0040
09024628,,GASKET,,,,,TR100A,210-0040
09029849,,SEALANT,乐泰胶,,,,TR100A,230-0040
09030336,,RING LARGE,大环,,,,TR100A,180-0030 180-0050
09030499,,CLIP,鞍型卡子,,,,TR100A,210-0050
09030744,,HOSE,,,,,TR100A,210-0040
09034883,,CORE,芯,,,,TR100A,180-0030
09035137,,CAP,帽,,,,TR100A,180-0030 180-0050
09036867,,RING-BACK UP,,,,,TR100A,220-0080
09038953,,FILTER ASSY,滤芯总成,,,,TR100A,230-0040
09051190,,=CD =GROMMET,,,,,TR100A,140-0040 160-0050
09051432,,VALVE-BLEEDER,,,,,TR100A,165-0020
09052234,,PLUG SCREW,螺堵,,,,TR100A,190-0270 220-0010 230-0110
09055397,,“O”$ O RING,,,,,TR100A,250-0060
09055400,,CAP,,,,,TR100A,250-0060
09055401,,RING,,,,,TR100A,250-0060
09055402,,END CAP,,,,,TR100A,250-0060
09055407,,RING,,,,,TR100A,250-0060
09055408,,WASHER,,,,,TR100A,250-0060
09055409,,PISTON,,,,,TR100A,250-0060
09055615,,BEARING,轴承,,,,TR100A,220-0090
09057239,,KIT-SPRING CENTERING,对中弹簧组件,,,,TR100A,220-0090
09058895,,BOLT,,,,,TR100A,165-0020
09058896,,WASHER,,,,,TR100A,165-0020
09058900,,BOLT,,,,,TR100A,165-0020
09058901,,WASHER,,,,,TR100A,165-0020
09058905,,PISTON,,,,,TR100A,165-0020
09060202,,FLATWASHER,淬火垫圈,,,,TR100A,190-0080 210-0052 260-0190 270-0010 270-0020
09060288,,SPACER,隔圈,,,,TR100A,220-0190
09060302,,PLATE,板,,,,TR100A,220-0190
09061852,,GUARD ASSY-LH,左护板,,,,TR100A,270-0010
09062323,,LINK STABILIZER,,,,,TR100A,160-0030
09062561,,=BUSHING,,,,,TR100A,140-0040
09062605,,SEAL,,,,,TR100A,140-0040
09062643,,WASHER,,,,,TR100A,140-0040
09062983,,CLAMP,,,,,TR100A,140-0040
09063017,,SHIM-PACK,,,,,TR100A,160-0050
09063025,,BOLT,,,,,TR100A,160-0050
09063065,,WASHER,,,,,TR100A,110-0060
09064750,,PIN-RETAINING,,,,,TR100A,165-0030
09064810,,PLATE-RETAINER,,,,,TR100A,165-0030
09064938,,DRIVER WHEEL,,,,,TR100A,165-0030
09065305,,SPRING SEAL ASSEMBLY-,,,,,TR100A,165-0030
09065306,,SPRING,,,,,TR100A,165-0030
09065315,,SPRING,,,,,TR100A,165-0030
09065332,,WASHER SPRING-HOUSING,,,,,TR100A,165-0030
09065853,,CLAMP,夹子,,,,TR100A,270-0020
09066282,,CAP,,,,,TR100A,210-0040
09066677,,RING,,,,,TR100A,120-0010
09068505,,SCREW,,,,,TR100A,165-0030
09068666,,WASHER HARDENED,淬火垫圈,,,,TR100A,180-0030 180-0050
09068999,,SCREEN ASSY,滤网,,,,TR100A,230-0040
09069437,,TUBE CYLINDER,缸筒,,,,TR100A,180-0050
09069441,,BRACKET SEAL RING,密封座,,,,TR100A,180-0050
09069466,,RING WIPER,防尘圈,,,,TR100A,180-0030
09069472,,RING SUPPORT,支撑环,,,,TR100A,180-0030
09069475,,PISTON,活塞,,,,TR100A,180-0030
09069476,,CYLINDERTUBE INNER,内管,,,,TR100A,180-0030
09069767,,SEAL RING,密封圈,,,,TR100A,180-0030
09069958,,COVER,盖,,,,TR100A,180-0030
09069959,,STOP-OSCILLATION,,,,,TR100A,160-0030
09071313,,TUBE ASSY,,,,,TR100A,210-0052
09071447,,CLAMP,,,,,TR100A,110-0060
09071724,,LOCK HOOK,䬷䫟,,,,TR100A,200-0010
09072627,,BOLT,,,,,TR100A,165-0030
09072826,,CLAMP,㇗཯,,,,TR100A,210-0052
09072942,,PIN LOCKING,锁止销,,,,TR100A,220-0190
09074283,,WASHER HARDENED,,,,,TR100A,165-0020
09074668,,SPACER,,,,,TR100A,160-0040
09074670,,+SPACER,,,,,TR100A,160-0040
09074815,,AB STUD,,,,,TR100A,140-0040 160-0050
09077822,,PAD,垫块,,,,TR100A,260-0110
09079696,,PISTON ROD ASSY,活塞杆,,,,TR100A,180-0050
09079697,,PISTON,活塞,,,,TR100A,180-0050
09113457,,LOCKWIRE,锁丝,,,,TR100A,140-0040 160-0020 160-0040 160-0050 165-0030 230-0040
09114321,,BARCKET,支架,,,,TR100A,260-0140
09114897,,SCREW,,,,,TR100A,160-0020
09116292,,=HI =CAP,,,,,TR100A,140-0040 160-0050
09117927,,"AB""C PLUG-MAGNETIC",,,,,TR100A,160-0030
09120766,,IC HOSE ASSY,,,,,TR100A,110-0130
09121127,,HOSE,软管,,,,TR100A,110-0030
09122167,,GH CONNECTOR,,,,,TR100A,110-0130 160-0030
09123142,,WASHER,垫圈,,,,TR100A,300-0030
09125576,,4O56) O RING,,,,,TR100A,160-0040
09131853,,CLAMP,管夹,,,,TR100A,190-0070 260-0130
09131857,,CLAMP,夹子,,,,TR100A,110-0030 110-0130 190-0320
09131865,,CLAMP,夹子,,,,TR100A,220-0010
09131873,,CLAMP-PIPE,管夹,,,,TR100A,100-0270 190-0070
09131877,,P CLAMP,夹子,,,,TR100A,110-0140 230-0020
09136387,,NIPPLE,接头,,,,TR100A,260-0140
09136532,,NIPPLE,,,,,TR100A,120-0010
09136639,,"""HIJ NIPPLE",接头,,,,TR100A,160-0030 200-0040 230-0040 230-0041
09139803,,CLAMP,夹子,,,,TR100A,110-0140 210-0040
09139825,,CLAMP,卡箍,,,,TR100A,180-0050
09139927,,WASHER,垫片,,,,TR100A,210-0020
09141860,,>O?@# O RING,,,,,TR100A,160-0020
09141862,,O O RING,,,,,TR100A,220-0120
09141863,,4O56) O RING,,,,,TR100A,160-0040
09141915,,O O RING,ශാ,,,,TR100A,200-0010
09141918,,O RING,形圈,,,,TR100A,230-0020
09142286,,"=HJ =CORE K A:LMN""NHLV046""O""NHLV048""P O15Q RSPTU VWXYZ[\NRSLMP 15]S^_ `abcd efg NOTE: A: ITEMS AND MARKED BY NHL V046 AND NHL V048 ARE FROM DIFFERENT MANUFACTURES. NEVER USE ITEMS WITH DIFFERENT IDENTIFICATIONS ON ONE TYRE.",,,,,TR100A,140-0040 160-0050
09148477,,LEVER,杆,,,,TR100A,120-0190
09152890,,CAMP,夹子,,,,TR100A,190-0030
09152893,,JK CLIP,,,,,TR100A,110-0130
09152894,,CLIP,夹子,,,,TR100A,250-0020
09152949,,P CLAMP,夹子,,,,TR100A,110-0140 120-0010 200-0040 300-0050
09153476,,SEAL,油封,,,,TR100A,120-0190
09156021,,GASKET,,,,,TR100A,220-0060
09157292,,CLAMP,夹子,,,,TR100A,190-0070 300-0030
09158575,,HOSE,,,,,TR100A,210-0040
09160607,,SCREEN,┚㖇,,,,TR100A,200-0010
09167602,,FLANGE-SPLIT,对开法兰,,,,TR100A,210-0052 210-0061 230-0020
09169669,,O RING,,,,,TR100A,220-0080
09170517,,BOLT,,,,,TR100A,160-0020
09172766,,3O45 O RING,,,,,TR100A,220-0060
09176191,,P CLIP-P,夹子,,,,TR100A,250-0020
09176228,,WASHER HARDENED,␢⚡෡ാ,,,,TR100A,100-0010 100-0070 100-0090 110-0030 270-0010
09179585,,STUD,,,,,TR100A,220-0060
09182221,,MOUNT-FLEXIBLE,柔性安装垫,,,,TR100A,210-0020
09182350,,.HOUSING,.螺塞,,,,TR100A,120-0090
09182507,,.GEAR,.齿轮,,,,TR100A,120-0090
09182508,,.GEAR,.齿轮,,,,TR100A,120-0090
09182509,,PT0 PTO ASSY,总成,,,,TR100A,120-0090
09182510,,.SHAFT,.轴,,,,TR100A,120-0090
09182511,,.SHAFT,.轴,,,,TR100A,120-0090
09183203,,PLUG,塞子,,,,TR100A,220-0010
09183205,,PLUG,,,,,TR100A,165-0030
09183385,,gGASKET,g෡,,,,TR100A,200-0010
09186377,,MOUNT-FLEXIBLE,减振垫,,,,TR100A,210-0020
09187694,,WASHER,垫片,,,,TR100A,210-0020
09188288,,GASKET,密封垫,,,,TR100A,230-0040
09188290,,ROD BOLT,螺杆,,,,TR100A,230-0040
09189082,,GASKET,,,,,TR100A,120-0010
09190141,,RING SMSLL,小环,,,,TR100A,180-0030 180-0050
09191596,,PLAIN WASHER,垫片,,,,TR100A,100-0070 230-0041 270-0010
09192618,,BUSHING,,,,,TR100A,160-0020
09194658,,CLIP,夹子,,,,TR100A,210-0061
09195340,,CAP-FILLER,,,,,TR100A,120-0010
09196306,,PAD,螺纹垫块,,,,TR100A,190-0320
09196539,,TUBE-FILLER,,,,,TR100A,120-0010
09197104,,ELBOW-RUBBER,,,,,TR100A,110-0060
09197976,,CONNECTOR- RUBBER,,,,,TR100A,110-0060
09198177,,P CLAMP,夹子,,,,TR100A,110-0140
09206866,,GASKET,,,,,TR100A,220-0060
09209490,,“O”) O RING,,,,,TR100A,140-0040 160-0050
09210549,,GROMMET,眼护圈,,,,TR100A,190-0070
09211054,,VALVE ASSY,,,,,TR100A,160-0050
09216692,,BOLT,,,,,TR100A,160-0020
09217321,,WASHER,垫圈,,,,TR100A,160-0030 180-0050 230-0130
09218975,,PIN-CLEVIS,销子,,,,TR100A,120-0190
09222091,,O RING,“O”形圈,,,,TR100A,180-0030
09226983,,BOLT,,,,,TR100A,165-0020
09227352,,CLAMP,,,,,TR100A,120-0010
09228659,,HOSE,,,,,TR100A,210-0040
09229246,,CLAMP,,,,,TR100A,110-0060
09232989,,@AB BREATHER ASSY,,,,,TR100A,110-0130
09232990,,C PIPE,,,,,TR100A,110-0130
09233796,,HOSE,,,,,TR100A,120-0010
09236064,,KEY,键,,,,TR100A,120-0190
09241275,,U CLEVIS,形叉头,,,,TR100A,120-0190
09243825,,PRIMER,底剂,,,,TR100A,110-0030 110-0130 230-0040
09245142,,LOCK,,,,,TR100A,160-0020
09245234,,BEARING- ADJUSTER,,,,,TR100A,160-0020
09250715,,WASHER GUARD,垫圈,,,,TR100A,100-0100 110-0030 160-0020 160-0040 180-0030 200-0010 210-0020
09251092,,gCOVER,g෡,,,,TR100A,200-0010
09251163,,COVER ASSY,,,,,TR100A,200-0010
09251501,,L L-BRAKET,支架,,,,TR100A,190-0070 200-0040 300-0050
09252513,,ELBOW,弯头,,,,TR100A,200-0040
09253507,,D CAP-BEARING EF LOCKTITE 7063(NOT,,,,,TR100A,160-0020
09253566,,BUSHING,衬套,,,,TR100A,220-0190
09256074,,RING-PISTON LOCK NUT,,,,,TR100A,220-0120
09256136,,RING-BACK UP,,,,,TR100A,220-0120
09256601,,WIPER,,,,,TR100A,220-0120
09256608,,WIPER,,,,,TR100A,230-0130
09256717,,BOLT,,,,,TR100A,140-0040
09258624,,ADAPTOR,接头,,,,TR100A,230-0041
09261064,,STUD-BALL,,,,,TR100A,220-0120
09261065,,BUSHING,,,,,TR100A,220-0120
09262036,,GASKET,,,,,TR100A,140-0040
09262747,,"B"" LOCKNUT",,,,,TR100A,160-0050
09264851,,BOLT,,,,,TR100A,120-0010
09267949,,WASHER HARDENED,垫片,,,,TR100A,100-0040 100-0090 110-0060 210-0040 220-0060 230-0041
09268885,,LOCK,䬷,,,,TR100A,120-0010 200-0010
09268892,,KEY,䫛ॏ,,,,TR100A,120-0010 200-0010
09269632,,WASHER,,,,,TR100A,160-0030
09269710,,BOLT,螺栓,,,,TR100A,180-0030 180-0050
09270000,,PLAIN WASHER,垫片,,,,TR100A,100-0070 100-0090 100-0140 190-0080 210-0050 210-0070 220-0230 250-0020
09270005,,HARDENED WASHER,淬火垫圈,,,,TR100A,260-0015
09270713,,SEAL,,,,,TR100A,230-0130
09270762,,DECAL RETARDER,缓行器标牌,,,,TR100A,290-0010
09270768,,DECAL HYDRAULIC CONTROLS,液压控制贴片,,,,TR100A,290-0010
09270769,,DECAL HYDRAULIC OIL,液压油贴片,,,,TR100A,290-0010
09271069,,DECAL HOOK,吊钩贴片,,,,TR100A,290-0010
09272346,,SPIDER,,,,,TR100A,160-0020
09272352,,GEAR,,,,,TR100A,160-0020
09272386,,PINION B,,,,,TR100A,160-0020
09274893,,GEAR DRIVEN,,,,,TR100A,110-0130
09354243,,NUT,螺母,,,,TR100A,100-0070 220-0190 230-0130
09354879,,WASHER,眼护圈,,,,TR100A,300-0030
09355771,,NUT,㷰∃,,,,TR100A,100-0010 100-0070 120-0010 180-0030
09355772,,NUT,螺母,,,,TR100A,220-0190
09357070,,FITTING,,,,,TR100A,120-0010
09357072,,ELBOW,,,,,TR100A,120-0010
09361787,,DECAL –NEGATIVE,负极接地贴片,,,,TR100A,290-0010
09365767,,Nylon cable,卡带,,,,TR100A,200-0061
09368472,,VALVE,阀总成,,,,TR100A,230-0040
09368561,,BEADING R,护边,,,,TR100A,100-0040 190-0070 190-0080
09371048,,LOCTITE TEREADLOCK,乐泰胶,,,,TR100A,110-0030 110-0130 160-0020 165-0030
09383747,,RETAINER,,,,,TR100A,160-0030
09383748,,RETAINER,,,,,TR100A,160-0030
09383858,,TUBE CYLINDER,缸筒,,,,TR100A,180-0030
09384099,,END CAP,端盖,,,,TR100A,180-0030
09384151,,DIRT-PROOF SLEEVE,防尘套总成,,,,TR100A,180-0050
09384350,,SPACER,隔圈,,,,TR100A,100-0070
09384796,,SHIELD,,,,,TR100A,220-0080
09396483,,SEAL KIT.,,,,,TR100A,180-0050
09396484,,SEAL KIT.,,,,,TR100A,180-0030
09396485,,OVERHAUL KIT.,,,,,TR100A,220-0120
09396486,,SERVICE KIT.,,,,,TR100A,220-0080
09398392,,THERMOSTAT,温控器,,,,TR100A,260-0130
09399205,,PIN-CENTER,中心销,,,,TR100A,220-0090
09399211,,DRIVEAXLE,驱动轴,,,,TR100A,220-0090
09399212,,PLATE-WEAR,耐磨板,,,,TR100A,220-0090
09399214,,GEROTOR,齿轮马达,,,,TR100A,220-0090
09399215,,CAP-END,端盖,,,,TR100A,220-0090
09399216,,SCREW,螺钉,,,,TR100A,220-0090
09402706,,JOINT,接头,,,,TR100A,110-0030
09402711,,ADAPTER,接头,,,,TR100A,110-0140 200-0040
09402827,,ELBOW,弯头,,,,TR100A,200-0040
09402828,,ELBOW,弯头,,,,TR100A,110-0140 200-0040
09402867,,ELBOW,弯头,,,,TR100A,110-0140 200-0040
09409043,,BOLT,,,,,TR100A,120-0200
09409045,,BOLT,,,,,TR100A,120-0230
09409226,,BOLT,,,,,TR100A,120-0240
09409231,,BOLT,,,,,TR100A,120-0240
09409240,,BOLT,,,,,TR100A,120-0210 120-0260
09409907,,BOLT,螺栓,,,,TR100A,110-0030
09409982,,FLANGE-SPLIT,对开法兰,,,,TR100A,220-0010 230-0020
09409983,,FLANGE-SPLIT,对开法兰,,,,TR100A,230-0020
09409984,,FLANGE-SPLIT,对开法兰,,,,TR100A,210-0052 220-0010 230-0020
09409985,,FLANGE-SPLIT,对开法兰,,,,TR100A,210-0052 220-0010
09410968,,O O RING,型圈,,,,TR100A,220-0010 230-0020
09410969,,O RING,形圈,,,,TR100A,230-0020
09410970,,O O-RING,型圈,,,,TR100A,220-0010 230-0020
09410971,,O O RING,形圈,,,,TR100A,220-0010
09411010,,NOZZLE,油杯,,,,TR100A,110-0030 220-0190 270-0010
09411019,,NIPPLR-GREASE,黄油咀,,,,TR100A,160-0030 220-0190
09411566,,NUT,螺母,,,,TR100A,270-0010
09411743,,ELBOW,弯头,,,,TR100A,200-0040
09413386,,.RING,.卡环,,,,TR100A,120-0090
09413409,,.RING,.卡环,,,,TR100A,120-0090
09413420,,RING-SNAP,,,,,TR100A,160-0040
09414052,,BOLT,,,,,TR100A,120-0280
09415545,,WASHER,,,,,TR100A,120-0270
09416503,,NUT,螺母,,,,TR100A,270-0020
09417713,,NUT,螺母,,,,TR100A,120-0190 220-0060 250-0020
09417797,,SCREW,,,,,TR100A,120-0230
09418488,,CONE BEARING,,,,,TR100A,140-0040
09418964,,BOLT,,,,,TR100A,120-0220 120-0290
09419465,,NUT,自锁螺母,,,,TR100A,230-0041
09419493,,NUT,螺母,,,,TR100A,110-0030 160-0020 210-0020
09419495,,NUT,螺母,,,,TR100A,260-0015
09419496,,NUT B,,,,,TR100A,160-0020
09419497,,NUT-NYLON INSERT,,,,,TR100A,120-0010 165-0030
09420675,,PIN,,,,,TR100A,120-0200
09422848,,WASHER,,,,,TR100A,120-0230
09423349,,BOLT,螺栓,,,,TR100A,180-0030 180-0050
09423452,,ELBOW,弯头,,,,TR100A,230-0041
09425517,,RING-SNAP,,,,,TR100A,220-0120
09425519,,RING-SNAP,,,,,TR100A,160-0030
09427249,,CUP BEARING,,,,,TR100A,140-0040 160-0020
09428203,,CONE BEARING,,,,,TR100A,140-0040 160-0020
09429209,,NUT,螺母,,,,TR100A,120-0190
09430296,,BOLT B B,,,,,TR100A,160-0020
09430298,,BOLT,,,,,TR100A,160-0030
09430309,,BOLT,,,,,TR100A,160-0040
09433576,,NUT,,,,,TR100A,140-0040 160-0040 160-0050
09433984,,ADAPTER,接头,,,,TR100A,110-0140
09437224,,CONE-BEARING,,,,,TR100A,160-0050
09437225,,CUP-BEARING,,,,,TR100A,160-0050
1.00-8,,,,,,,TR100A,165-0030
1.00.,,"Collar, Thrust",,,,,QST30,PP5766-01
100110633,,NUT,螺母,,,,TR100A,270-0010
107981,,"Cap, Filler",,,,,QST30,OB5044-09
108172,,"Seal, O Ring",,,,,QST30,LG5010-01
108722,,Clip,,,,,QST30,QST30-126
12.13.14,,AND MARKED BY NHL V046 AND NHL V048 ARE FORM DIFFERENT MANUFACTURES.DON’T USE ITEMS,,,,,TR100A,160-0050
12047662,,CONNECTOR,,,,,TR100A,120-0240
12047664,,LOCK,,,,,TR100A,120-0240
12047767,,TERMINAL,,,,,TR100A,120-0240
12052410,,TERMINAL,,,,,TR100A,120-0240
12059716,CONNECTOR,CONNECTOR-BODY,,70.76,,,TR100A,120-0240
12129691,SENSOR,SENSOR,,380.87,Allison,,TR100A,120-0240
124507,"GEAR,FLYWHEELRING","Gear, Flywheel Ring",,9978.8,Cummins,,QST30,FH5033-04
127454,Tensioner large screw washer,"Washer, Plain · 5/8 in.",,276.8,Cummins,,QST30,FA5091-03
129768,,"Spring, Valve",,,,,QST30,QST30-126
129839,GASKET-SOLENOID VALVE,"Shield, Shutoff Valve",,51.1,Cummins,,QST30,QST30-126
129888,Rubber ring,"Seal, Rectangular Ring",,110.28,Cummins,,QST30,QST30-126
145528,O-ring,"· Se eal, O Ring 2",,56.36,Cummins,,QST30,3804938 WF5021-09
145581,Seal,"Seal, O Ring",,79.51,Cummins,,QST30,3804938 FA5091-03
145586,,"Seal, O Ring",,,,,QST30,3804938
146517,,"Nut, Regular Hexagon · 1/2 - 20 UNF",,,,,QST30,FA5091-03
15000417,SEAL OIL,SEAL-OIL,,760.6,,,TR100A,160-0020
15000838,PIN,PIN,悬缸销子,1365.95,Подвеска,,TR100A,180-0050
15000991,WASHER,WASHER,垫圈,47.97,Подвеска,,TR100A,180-0050
15001401,THREADED COLUMN,ADAPTOR,接头,16.79,,,TR100A,250-0020 260-0140
15001402,NUT,NUT,螺母,33.58,Рулевое управление,,TR100A,220-0010 250-0020 260-0140
15001403,CLAMP,CLAMP,夹子,51.04,Рулевое управление,,TR100A,220-0010
15001405,CLAMP,CLIP,夹子,81.45,,,TR100A,250-0020 260-0140
15001417,BUSHING,SPLIT,衬套,10.86,,,TR100A,250-0020
15001418,BUSHING,BUSHING-SPLIT,剖分衬套,19.55,Рулевое управление,,TR100A,220-0010
15001420,BUSHING-S,SPLIT,衬套,19.55,,,TR100A,250-0020
15001422,BUSHING,BUSHING-SPLIT,衬套,19.55,,,TR100A,260-0140
15001427,ADAPTOR-THREAD,STUDS,双头螺柱,5.05,Рулевое управление,,TR100A,220-0010
15001428,NUT-LONG,NUT-STACKING,㷰∃,55.17,,,TR100A,120-0110 210-0052 220-0010 230-0020
15001429,CLAMP,CLAMP,཯ᆆ,97.74,,,TR100A,120-0110 210-0052 220-0010 230-0020
15001430,CLAMP,CLAMP,཯ᆆ,127.12,,,TR100A,210-0052 220-0010 230-0020
15001434,BUSHING,BUSHING-SPLIT,衬套,59.96,,,TR100A,220-0010 230-0020
15001436,BUSHING,BUSHING-SPLIT,,23.99,,,TR100A,120-0110
15002672,O RING,O-RING,ශാ,21.59,,,TR100A,210-0052 210-0061
15003251,CLAMP,CLAMP,卡箍,82.54,Электрооборудование,,TR100A,190-0070
15003260,BUSHING,BUSHING-SPLIT,对开衬套,10.11,Электрооборудование,,TR100A,190-0070
15004712,CLAMP,CLAMP,཯ᆆ,311.69,,,TR100A,210-0052 210-0061 220-0010 230-0020
15004713,CLAMP,CLAMP,㇗཯,488.7,,,TR100A,210-0052 230-0020
15004740,BUSHING-S,RUBBER SLEEVE,橡胶套,257.84,Гидравлическая система,,TR100A,230-0020
15004744,BUSHING,BUSHING -SPLIT,㺢ྍ,44.37,Гидравлическая система,,TR100A,210-0052 230-0020
15004748,CLAMP,NUT,㷰∃,22.74,,,TR100A,210-0052 210-0061 220-0010 230-0020
15004932,CONTACT FLANGE-STEERING PUMP,MTG,,2526.82,,,TR100A,220-0060
15005357,BLOCK,BLOCK,垫块,333.39,,,TR100A,100-0070
15006324,LATCH ASSY,''LATCH SPRING,,560.05,,,TR100A,100-0040
15007042,,WASHER-HARDENED NOTE:,,,,,TR100A,220-0080
15007603,PLATE,PLATE,,147.51,,,TR100A,160-0020
15007621,BUSHING,SLEEVE,,1491.87,,,TR100A,160-0020
15007634,HOUSING,HOUSING DOWEL-,,80179.2,,,TR100A,160-0020
15007635,RETAINER,RETAINER-BEARING,,8947.6,,,TR100A,160-0020
15007646,SHIM-ADJUSTING,SHIM(0.003 IN),,117.53,,,TR100A,160-0020
15007647,SHIM,SHIM(0.010 IN),,181.32,,,TR100A,160-0020
15007648,SHIM,SHIM(0.030 IN),,289.02,,,TR100A,160-0020
15007649,SHIM-ADJUSTING,SHIM(0.010 IN),,58.76,,,TR100A,160-0020
15007650,SHIM,SHIM(0.010 IN),,83.95,,,TR100A,160-0020
15007651,SHIM,SHIM(0.010 IN),,159.5,,,TR100A,160-0020
15008260,O-RING,O-RING,ශാ,33.58,,,TR100A,210-0052
15008261,Уплотнительное кольцо,O-RING,ශാ,32.11,,,TR100A,210-0052
15008262,Уплотнительное кольцо,O-RING,ශാ,62.04,,,TR100A,210-0052
15009631,CARRIER,CARRIER-PLANETARY,,13299.68,,,TR100A,160-0040
15014536,,BAR,,,,,TR100A,120-0010
15014975,BUSHING,RUBBER SLEEVE,橡胶套,59.96,Гидравлическая система,,TR100A,230-0020 250-0020
15014977,BUSHING,BUSHING-SPLIT,剖分衬套,70.76,,,TR100A,220-0010 230-0020
15014978,BUSHING,CLAMP,衬套,35.98,,,TR100A,220-0010
15015249,BUSHING,BUSHING -SPLIT,ࢌ࠼ 㺢ྍ,39.58,,,TR100A,210-0052
15015251,BUSHING,BUSHING -SPLIT,ሯᔶ㺢ྍ,177.49,Рулевое управление,,TR100A,210-0052 210-0061 220-0010
15015363,BEARING,BEARING,,4799.4,,,TR100A,160-0040
15015767,Палец,PIN BALL,球销,503.82,Рулевое управление,,TR100A,220-0190
15016161,,O RING,“O”形圈,,,,TR100A,180-0030
15016186,BALL-VALVE--,VALVE,球阀,298.21,Гидравлическая система,,TR100A,110-0140 200-0040 230-0040
15017032,AXLESHAFT,G0 SHAFT-AXLE,,30833.92,Задний мост,,TR100A,160-0030
15017033,Основание обода,BAND-SPACER,,1600.09,,,TR100A,160-0050
15017034,WEDGEBAND,WEDGE-BAND,,980.99,,,TR100A,160-0050
15017039,VALVE ROD,EFG;< VALVE ASSY INST,,127.76,Передняя ось,,TR100A,140-0040 160-0050
15017227,,PLATE,,,,,TR100A,200-0010
15019238,BOLT,BOLT,螺栓,72.03,Подвеска,,TR100A,180-0050
15019463,GEAR SET,GEAR-SET,,145920.0,,,TR100A,160-0020
15019476,HOUSING ASSY,CASE,,45859.32,,,TR100A,160-0020
15019492,RETAINER,PLATE-RETAINER CARRIER-PLANTRY,,101.94,,,TR100A,160-0040
15019494,RETAINER,PLATE-RETAINER,,140.31,,,TR100A,160-0040
15019502,BOLT,BOLT,,36.93,,,TR100A,160-0040
15019509,BOLT,BOLT DRILL HEAD,,6.32,,,TR100A,160-0040
15019519,WASHER,WASHER-THRUST,,342.99,,,TR100A,160-0040
15019795,BOLT,BOLT,,336.66,Задний мост,,TR100A,160-0030
15020053,WASHER,WASHER HARDENED,␢⚡෡ാ,8.39,,,TR100A,100-0010
15020161,PIN,ROD,,502.49,,,TR100A,270-0080
15021005,BEARING,BEARING,轴承,45.57,,,TR100A,120-0190
15021101,PLATE,PLATE,,695.57,,,TR100A,160-0050
15021239,PULL ROD,LINK,连杆,2.4,,,TR100A,120-0190
15021622,COVER - BOTTOM,END CAP,,1654.97,Рулевое управление,,TR100A,220-0080
15021796,,BELLCRANK,双臂曲柄,,,,TR100A,220-0190
15023746,CLAMP RIM,CLAMP,,41.97,,,TR100A,160-0050
